track_name,artist_name,released_year,released_month,genre,streams,danceability,energy,valence,acousticness,speechiness,instrumentalness,duration_ms,bpm,key,mode,region
Stars Dream 149,BTS,1999,2,Hip-Hop,2423011,0.518,0.75,0.279,0.305,0.222,0.0531,199180,120,G,0,Oceania
Love Moon 124 (feat. X),BTS,2012,5,Country,11726789,0.559,0.366,0.666,0.468,0.033,0.0026,220217,143,A#,0,Oceania
Dance Light 428,BTS,2006,12,R&B,14274558,0.799,0.612,0.642,0.187,0.07,0.0617,263971,97,C#,0,Europe
Fire Light 465,Shawn Mendes,2001,11,Pop,23570129,0.666,0.93,0.342,0.306,0.085,0.1755,258792,114,F,0,Global
Sun Sun 185,Imagine Dragons,1997,5,R&B,1629072,0.608,0.409,0.357,0.261,0.039,0.1545,200296,89,D,0,Oceania
Dream Night 227(Remix),Coldplay,1997,3,Indie,6948460,0.344,0.613,0.384,0.148,0.004,0.0071,219733,73,E,1,North America
Shadow Dance 291(Remix),Shawn Mendes,2009,9,Pop,62577108,0.632,0.507,0.544,0.491,0.09,0.0123,185954,118,C,1,Global
Fire Fire 247 (feat. X),Shawn Mendes,2021,2,Latin,12034564,0.456,0.757,0.79,0.086,0.231,0.1813,235574,85,G#,1,North America
Night Light 290 - Live,Coldplay,1993,1,Country,21093947,0.488,0.943,0.213,0.242,0.055,0.0122,212794,131,C,0,Europe
Light Dance 249(Remix),Billie Eilish,1992,3,Pop,1539158,0.709,0.625,0.746,0.163,0.25,0.0338,201673,135,A#,0,South America
Rain Rain 443,Shawn Mendes,1997,12,Pop,1298167,0.48,0.64,0.592,0.127,0.126,0.0,259587,151,F#,1,South America
Heart Sun 551 (feat. X),Adele,1994,9,R&B,11163771,0.765,0.849,0.491,0.303,0.013,0.028,229631,115,G#,1,Europe
Rain Rain 552,Shawn Mendes,2006,11,R&B,18120769,0.572,0.617,0.294,0.263,0.116,0.111,194535,121,F,1,Oceania
Rain Sun 550,BTS,1990,7,Latin,14452,0.42,0.681,0.609,0.137,0.088,0.0006,188760,93,A,1,Africa
Heart Shadow 114 - Live,Bad Bunny,2018,10,Latin,3468217,0.751,0.245,0.679,0.067,0.142,0.0002,230589,79,C#,1,Europe
Night Heart 203,Ariana Grande,2014,2,Electronic,1586561,0.643,0.687,0.406,0.124,0.077,0.0417,183273,82,D,1,Global
Dream Love 141Part II,Taylor Swift,2012,5,Pop,10437191,0.65,0.918,0.402,0.093,0.069,0.4238,226479,98,D#,1,North America
Rain Love 338,Coldplay,1991,2,Hip-Hop,10450787,0.378,0.646,0.878,0.143,0.066,0.0844,165527,102,E,1,Asia
Dream Stars 7Part II,Dua Lipa,2008,11,Hip-Hop,695405,0.791,0.739,0.599,0.193,0.062,0.0387,253534,129,D#,1,South America
Fire Light 521,Beyonce,1995,11,Electronic,9110719,0.777,0.496,0.559,0.286,0.088,0.0127,200307,136,G,1,North America
Rain Sun 19 (feat. X),The Weeknd,2013,12,Rock,1491775,0.625,0.702,0.325,0.141,0.444,0.1116,224369,116,A,1,South America
Moon Moon 172,Drake,2006,10,Pop,1855750,0.45,0.787,0.88,0.215,0.293,0.0683,182861,133,F#,1,Asia
Stars Shadow 451(Remix),The Weeknd,2007,3,Latin,6321803,0.7,0.565,0.466,0.169,0.098,0.469,236370,91,C,1,North America
Night Fire 56,Billie Eilish,1997,1,Rock,16021455,0.414,0.536,0.591,0.266,0.441,0.0043,152606,121,E,0,North America
Stars Love 301,Imagine Dragons,1993,6,Country,6399768,0.409,0.205,0.82,0.281,0.188,0.1852,134046,94,E,1,North America
Rain Dream 336 (feat. X),Indie Artist 29,1997,2,Hip-Hop,16240714,0.756,0.372,0.596,0.22,0.053,0.0314,166750,126,G,1,South America
Dream Stars 450 (feat. X),Bruno Mars,2020,6,Hip-Hop,1052889,0.773,0.809,0.587,0.253,0.122,0.2744,196526,131,B,0,Asia
Stars Rain 322Part II,Bad Bunny,1994,8,Country,4446362,0.787,0.821,0.433,0.046,0.112,0.0033,224642,145,G,0,Europe
Moon Moon 310 - Live,Shawn Mendes,2000,1,R&B,7916876,0.556,0.551,0.675,0.162,0.036,0.028,231765,75,G,0,Europe
Love Night 49,BTS,2003,10,Electronic,8492670,0.588,0.765,0.569,0.736,0.315,0.0662,216522,109,F#,1,Asia
Heart Sun 344,Drake,2019,6,Country,17597073,0.346,0.781,0.386,0.345,0.19,0.017,217977,112,E,1,Asia
Shadow Shadow 25,Ed Sheeran,1997,6,Indie,15104199,0.587,0.605,0.359,0.165,0.167,0.1585,177568,122,C#,0,Africa
Love Moon 442,Coldplay,2005,1,R&B,22528752,0.539,0.804,0.819,0.302,0.135,0.0181,182597,109,A#,1,Africa
Shadow Rain 220,Bad Bunny,2009,10,R&B,3070938,0.494,0.52,0.523,0.206,0.044,0.0003,235787,111,G#,0,South America
Light Shadow 483Part II,Shawn Mendes,1996,11,Hip-Hop,10735610,0.551,0.576,0.53,0.409,0.24,0.2557,208963,128,B,1,Global
Heart Moon 540,Post Malone,2021,4,Latin,3842307,0.688,0.601,0.608,0.195,0.298,0.0,170385,117,A#,0,Global
Stars Moon 42,Ed Sheeran,1993,5,R&B,5980709,0.596,1.0,0.401,0.495,0.12,0.0263,263448,114,D,1,Global
Shadow Rain 416(Remix),Shawn Mendes,2013,7,R&B,33583979,0.457,0.502,0.544,0.376,0.07,0.0397,221151,101,A#,1,Europe
Sun Shadow 261 (feat. X),Shawn Mendes,2023,8,Hip-Hop,5685219,0.471,0.454,0.817,0.122,0.052,0.1792,249612,92,D#,0,South America
Dream Heart 408,Ariana Grande,2017,8,Indie,720786,0.622,0.667,0.68,0.381,0.14,0.0726,246197,110,F#,1,Global
Rain Heart 277 - Live,Bad Bunny,2011,4,Rock,41613697,0.49,0.595,0.741,0.45,0.076,0.0089,186994,111,G#,1,Oceania
Shadow Shadow 569,Drake,2008,8,Pop,20410807,0.678,0.229,0.586,0.324,0.076,0.0001,176879,116,A,0,Oceania
Night Fire 381 - Live,Coldplay,1993,3,R&B,1129430,0.854,0.878,0.18,0.025,0.681,0.0033,188393,87,A,0,Global
Light Love 411,Shawn Mendes,2017,1,Indie,1403722,0.461,0.461,0.488,0.049,0.087,0.212,195481,118,A#,0,North America
Love Moon 154,Indie Artist 99,2023,5,Pop,124052,0.749,0.787,0.282,0.162,0.054,0.0012,212556,60,B,1,North America
Shadow Night 126,Bad Bunny,2014,8,Latin,3325212,0.807,0.509,0.553,0.288,0.052,0.0004,254617,118,A#,0,Oceania
Rain Dance 309 (feat. X),Ariana Grande,2007,12,Latin,11542149,0.706,0.539,0.546,0.395,0.321,0.0554,212489,76,C#,1,North America
Dream Dream 519 - Live,Post Malone,1992,3,Rock,367886,0.527,0.486,1.0,0.394,0.158,0.0122,251743,105,D#,1,Global
Dream Rain 445(Remix),Indie Artist 22,2019,9,Latin,9676620,0.522,1.0,0.651,0.377,0.048,0.0074,197552,140,G,0,Africa
Sun Shadow 174 - Live,Drake,1994,9,Country,9552071,0.813,0.314,0.222,0.19,0.048,0.2712,260291,91,C,0,Asia
Love Light 31Part II,Indie Artist 75,1991,9,Country,14344925,0.667,0.562,0.726,0.16,0.067,0.0758,204393,101,C,0,South America
Moon Stars 113 (feat. X),Post Malone,2000,8,Hip-Hop,12073393,0.569,0.475,0.283,0.238,0.117,0.0181,161902,72,C#,1,South America
Sun Dream 23,Adele,2008,8,Rock,1821839,0.599,0.363,0.661,0.115,0.256,0.1255,192790,99,A,1,Oceania
Stars Moon 173,Adele,2014,2,Pop,9758811,0.468,0.532,0.546,0.207,0.078,0.0486,228252,165,G#,0,Asia
Rain Fire 557(Remix),Post Malone,1992,1,R&B,4930440,0.476,0.783,0.656,0.269,0.159,0.0038,256345,122,A,0,Africa
Light Light 66,Indie Artist 54,1993,5,Country,146188,0.398,0.425,0.74,0.17,0.084,0.0007,228213,136,A,0,North America
Dance Moon 57 (feat. X),Coldplay,2001,10,Indie,993008,0.844,0.495,0.297,0.23,0.211,0.024,173710,123,C#,1,Africa
Dream Stars 321(Remix),Post Malone,1999,2,Latin,13289823,0.382,0.936,0.176,0.073,0.027,0.0782,143292,99,G,0,Asia
Shadow Moon 222Part II,Ed Sheeran,2007,11,Indie,24439681,0.499,0.403,0.382,0.288,0.074,0.0344,238733,114,A#,0,South America
Night Stars 17 (feat. X),Taylor Swift,2001,10,Pop,13729696,0.513,0.695,0.788,0.019,0.171,0.0004,217632,98,E,0,North America
Moon Heart 299,Coldplay,2014,12,Indie,14370742,0.388,0.795,0.469,0.123,0.325,0.1509,255463,117,G#,1,Oceania
Rain Moon 255,Billie Eilish,2002,7,Indie,6354542,0.409,0.375,0.441,0.227,0.338,0.1838,252208,100,D#,0,Oceania
Night Dream 305(Remix),BTS,2000,9,Country,27584609,0.903,0.641,0.411,0.274,0.08,0.0016,267008,130,D,1,South America
Light Love 573(Remix),Billie Eilish,2003,2,Indie,5356673,0.487,0.442,0.465,0.263,0.206,0.1675,181043,116,A#,0,South America
Light Dream 190 (feat. X),Shawn Mendes,1998,1,Country,7655944,0.618,0.642,0.349,0.015,0.09,0.1013,215821,98,B,1,South America
Moon Shadow 318(Remix),Indie Artist 90,2022,11,Electronic,6055682,0.584,0.95,0.151,0.137,0.078,0.0046,221365,123,C#,0,North America
Shadow Love 527 (feat. X),Post Malone,2020,9,Rock,7151275,0.713,0.54,0.419,0.195,0.048,0.0597,210948,130,A,1,Global
Light Night 271(Remix),Adele,2018,4,Pop,5782258,0.289,0.429,0.588,0.545,0.138,0.1118,230496,92,A#,1,North America
Rain Love 94 - Live,Shawn Mendes,2003,11,Country,13565718,0.356,0.829,0.878,0.198,0.116,0.02,202236,141,E,1,Global
Stars Dance 180 - Live,Adele,2011,5,R&B,991195,0.515,0.755,0.528,0.081,0.493,0.0443,197868,95,D#,0,Global
Night Dream 331Part II,Justin Bieber,2013,10,Indie,4726846,0.583,0.548,0.389,0.465,0.045,0.0073,234606,126,B,0,Asia
Stars Fire 328,Dua Lipa,2010,11,Country,19966972,0.728,0.82,0.568,0.158,0.062,0.2888,212828,89,C#,1,South America
Moon Heart 311 (feat. X),Billie Eilish,2009,11,Electronic,11148599,0.8,0.485,1.0,0.077,0.164,0.0255,211434,98,F,1,Asia
Heart Night 5,Beyonce,2022,2,Rock,36095394,0.887,0.792,0.142,0.115,0.194,0.0531,185235,103,E,1,Africa
Shadow Light 45 (feat. X),Ariana Grande,2011,12,R&B,15241427,0.921,0.607,0.524,0.421,0.142,0.1273,166068,78,D#,1,Oceania
Fire Moon 398 - Live,Ed Sheeran,2016,10,Pop,36091718,0.722,0.448,0.151,0.137,0.266,0.1919,156892,88,C,1,Europe
Rain Dance 576 - Live,Imagine Dragons,1995,2,Rock,28468673,0.531,0.572,0.419,0.074,0.142,0.2238,191969,107,A,0,Oceania
Rain Stars 468 (feat. X),Ed Sheeran,1996,2,Indie,40723,0.401,0.747,0.297,0.183,0.136,0.0123,259812,94,A#,1,Africa
Moon Fire 16 - Live,Post Malone,2011,6,Pop,10172730,0.631,0.768,0.348,0.224,0.069,0.0309,197776,130,F,0,South America
Heart Shadow 48 (feat. X),Post Malone,2001,5,Pop,11521186,0.785,0.449,0.604,0.249,0.095,0.0016,189373,124,G#,1,Global
Sun Moon 579(Remix),BTS,2003,4,R&B,631576,0.615,0.379,0.418,0.424,0.257,0.0967,153908,110,F#,0,Global
Dance Dance 487,Beyonce,2008,9,Country,4531588,0.559,0.759,0.608,0.35,0.054,0.0174,227367,147,A,0,Global
Dream Light 3,Taylor Swift,2011,6,R&B,34057525,0.666,0.58,0.403,0.308,0.156,0.0986,232418,122,F,1,North America
Night Heart 486 - Live,Adele,1992,7,Electronic,4283993,0.709,0.163,0.664,0.168,0.047,0.039,273061,108,G,0,Global
Heart Heart 438 (feat. X),BTS,1991,8,Latin,12389443,0.716,0.741,0.567,0.303,0.002,0.0873,219022,125,F,1,North America
Heart Heart 362,Post Malone,2022,2,R&B,7995074,0.821,0.565,0.544,0.362,0.099,0.1457,168557,114,F#,0,Europe
Shadow Night 433,Imagine Dragons,1994,10,Electronic,15179993,0.74,0.691,0.297,0.192,0.155,0.0524,201721,102,C,0,Asia
Heart Dream 302,Imagine Dragons,1994,10,Hip-Hop,31657995,0.482,0.924,0.672,0.155,0.17,0.0233,186561,92,A,1,Oceania
Stars Moon 225 - Live,Adele,2002,3,Electronic,18172156,0.369,0.571,0.403,0.187,0.133,0.0001,207065,87,F,1,Asia
Fire Fire 26,Coldplay,2002,5,Indie,27199183,0.649,0.375,0.685,0.311,0.03,0.0657,239154,109,G,0,North America
Moon Moon 424,Bad Bunny,2019,5,Hip-Hop,6680452,0.423,0.326,0.559,0.156,0.239,0.0429,217027,93,C#,0,Oceania
Night Shadow 263 - Live,Bruno Mars,2002,8,Hip-Hop,1968089,0.475,0.339,0.55,0.387,0.194,0.1855,131255,160,B,1,South America
Heart Moon 50 - Live,Beyonce,2013,9,Indie,24381994,0.901,0.519,0.513,0.221,0.015,0.0422,202428,142,E,0,Global
Heart Sun 229,Drake,2018,1,Electronic,10310106,0.761,0.502,0.348,0.129,0.218,0.196,252734,64,D#,0,Global
Dream Dance 37 (feat. X),Justin Bieber,2017,9,Pop,2072330,0.544,0.45,0.362,0.294,0.246,0.0086,200766,114,G#,1,Africa
Rain Light 157Part II,Dua Lipa,2014,3,Pop,32180682,0.64,0.829,0.646,0.232,0.217,0.0062,222700,151,A,0,North America
Light Moon 237Part II,Shawn Mendes,2001,11,Electronic,5834728,0.539,0.626,0.617,0.236,0.26,0.0001,224619,131,G,0,Europe
Moon Rain 574 - Live,Dua Lipa,2010,8,Rock,31512937,0.607,0.504,0.519,0.045,0.246,0.0355,213637,130,G#,1,Europe
Stars Stars 175Part II,The Weeknd,2015,10,Electronic,4544232,0.651,0.431,0.543,0.072,0.159,0.0001,241357,116,F#,1,Africa
Light Moon 514(Remix),Drake,2008,2,Electronic,31436324,0.598,0.401,0.44,0.111,0.084,0.0602,188184,106,B,0,South America
Rain Shadow 357(Remix),Coldplay,2011,11,Pop,5346882,0.636,0.421,0.213,0.215,0.207,0.0024,208006,102,D#,1,Oceania
Fire Moon 194,Dua Lipa,1999,9,Electronic,18355727,0.505,0.558,0.649,0.264,0.077,0.0073,216382,98,D,0,Global
Night Light 503Part II,Dua Lipa,2011,2,R&B,3041644,0.481,0.092,0.443,0.192,0.046,0.1883,165533,133,G#,0,South America
Love Dream 578,Shawn Mendes,1994,8,Electronic,1429088,0.379,0.615,0.509,0.367,0.025,0.0019,176043,91,G,0,Oceania
Love Dance 511,Bad Bunny,2007,1,Hip-Hop,31731905,0.638,0.687,0.431,0.216,0.183,0.0016,241576,73,F,0,Global
Love Heart 67Part II,Shawn Mendes,2005,8,R&B,2763336,0.642,0.433,0.628,0.471,0.139,0.0491,178655,70,A#,1,Oceania
Moon Shadow 319,Ed Sheeran,2008,7,Electronic,9334295,0.59,0.815,0.475,0.012,0.527,0.0008,211011,115,A#,1,Oceania
Fire Night 168 - Live,Bad Bunny,2019,3,R&B,13416922,0.544,0.813,0.596,0.22,0.161,0.006,163948,72,E,0,South America
Light Night 367 (feat. X),BTS,2007,9,Indie,2376426,0.693,0.926,0.632,0.439,0.455,0.0085,234994,97,C,1,Europe
Light Heart 162 - Live,Shawn Mendes,2022,9,Rock,29783490,0.806,0.857,0.793,0.203,0.319,0.1439,204424,116,D,1,South America
Love Shadow 193,Indie Artist 77,2003,7,R&B,18273119,0.628,0.737,0.711,0.187,0.1,0.0082,232923,79,A,0,Europe
Night Moon 152,Dua Lipa,1997,2,Country,303464,0.367,0.546,0.55,0.138,0.028,0.0064,204733,123,D#,0,North America
Rain Dream 501 - Live,Indie Artist 36,2001,8,Pop,17308380,0.433,0.813,0.268,0.264,0.198,0.0021,204165,123,A,1,Europe
Heart Fire 346,Adele,2021,9,Latin,16999511,0.738,0.783,0.381,0.167,0.008,0.0624,188313,103,E,1,Europe
Dance Dream 485 (feat. X),The Weeknd,1997,10,Hip-Hop,280273,0.656,0.441,0.718,0.381,0.118,0.0001,237203,105,B,1,Europe
Stars Dance 333,The Weeknd,2012,3,Pop,16602714,0.948,0.709,0.318,0.293,0.2,0.1099,171649,92,C,1,Asia
Stars Night 103 (feat. X),BTS,1996,1,Country,11916690,0.596,0.487,0.503,0.477,0.025,0.0067,190088,127,F#,0,Asia
Rain Dance 390 - Live,BTS,2008,7,Latin,5932855,0.715,0.525,0.592,0.143,0.173,0.0063,210899,104,C,0,Asia
Rain Moon 74,Taylor Swift,2002,10,Rock,33897552,0.53,0.313,0.603,0.239,0.276,0.0965,221859,98,F#,1,Global
Moon Rain 422Part II,Bad Bunny,1999,9,Hip-Hop,4064847,0.725,0.511,0.367,0.398,0.229,0.0066,180928,147,B,0,Asia
Fire Sun 577,BTS,2012,12,R&B,8859581,0.471,0.69,0.102,0.172,0.191,0.1002,262944,94,F#,0,Oceania
Moon Shadow 119 (feat. X),Ariana Grande,2015,10,R&B,15666798,0.589,0.524,0.635,0.131,0.177,0.0267,193958,104,D,0,Global
Dream Fire 396,The Weeknd,1996,12,Pop,6110731,0.774,0.386,0.898,0.29,0.054,0.0232,241832,101,F,1,Africa
Dream Dance 409(Remix),Coldplay,2010,5,Pop,19652865,0.325,0.669,0.773,0.12,0.097,0.2875,245399,104,C,1,Europe
Sun Love 481 (feat. X),Indie Artist 5,2020,11,Rock,4541017,0.332,1.0,0.659,0.173,0.019,0.0639,212049,112,C#,1,Africa
Love Dream 207(Remix),Bruno Mars,1992,10,Electronic,11293542,0.772,0.491,0.223,0.174,0.027,0.0027,185785,112,D#,1,Asia
Sun Sun 334,Imagine Dragons,2023,12,Country,16673523,0.4,0.841,0.81,0.405,0.05,0.0301,221953,114,G,1,Asia
Love Light 352Part II,Taylor Swift,2003,2,R&B,43677680,0.835,0.425,0.846,0.466,0.004,0.0453,188823,108,C#,1,Asia
Moon Rain 341 (feat. X),Justin Bieber,2007,7,R&B,6342230,0.523,0.532,0.205,0.431,0.012,0.0105,208101,96,G#,0,Oceania
Moon Love 404 - Live,Imagine Dragons,2000,10,Rock,2222339,0.531,0.661,0.591,0.344,0.051,0.0214,186178,117,A,1,Africa
Light Fire 8 - Live,Indie Artist 22,2008,12,Latin,11852090,0.731,0.633,0.938,0.135,0.033,0.0577,232258,139,G,1,Africa
Night Fire 377,Justin Bieber,1999,3,Country,2031702,0.574,0.78,0.407,0.116,0.284,0.003,204814,101,D#,1,Global
Sun Fire 36,Drake,2020,4,Electronic,8201844,0.979,0.504,0.402,0.568,0.115,0.0624,240255,140,E,0,Global
Moon Fire 139(Remix),Bad Bunny,1998,4,Rock,1110449,0.714,0.429,0.787,0.171,0.061,0.0486,201232,116,G#,0,Oceania
Stars Rain 253,Beyonce,2010,9,R&B,11981220,0.439,0.622,0.34,0.12,0.06,0.0237,229569,77,A#,1,Oceania
Light Night 303(Remix),Coldplay,2009,11,Indie,24087239,0.508,0.568,0.478,0.493,0.125,0.0119,246718,106,E,0,Africa
Dream Light 542,BTS,1993,7,Hip-Hop,2588860,0.738,0.673,0.337,0.073,0.034,0.0516,169768,92,F,1,North America
Light Sun 59,The Weeknd,2010,3,Hip-Hop,11724778,0.621,0.635,0.438,0.258,0.066,0.0584,145413,126,C,0,Asia
Stars Fire 111,Bruno Mars,2002,7,Rock,19738635,0.634,0.994,0.121,0.16,0.134,0.0049,219955,150,D#,1,Oceania
Sun Fire 363 (feat. X),Drake,2003,11,Indie,3974251,0.502,0.608,0.575,0.191,0.006,0.0018,254093,97,D,1,South America
Dream Shadow 354,Imagine Dragons,2005,11,Pop,6175889,0.471,0.561,0.297,0.021,0.028,0.0805,168113,125,D,0,South America
Night Moon 262(Remix),Dua Lipa,2003,6,R&B,28362255,0.576,0.567,0.331,0.181,0.06,0.0059,211516,139,C,0,North America
Dance Dance 525,Billie Eilish,2019,2,Country,13615732,0.602,0.712,0.407,0.585,0.302,0.0181,213434,107,F,1,South America
Light Moon 297,Adele,1999,5,Hip-Hop,4657746,0.703,0.59,0.304,0.129,0.069,0.0,189418,97,E,0,Africa
Night Light 150,Ariana Grande,2001,9,Pop,7843,0.644,0.668,0.771,0.575,0.074,0.2338,191794,119,F,0,South America
Sun Love 266(Remix),Drake,2000,3,Latin,22156645,0.484,0.89,0.545,0.423,0.008,0.1314,168701,80,G,0,Asia
Sun Sun 518(Remix),Imagine Dragons,2014,7,Electronic,24557692,0.633,0.786,0.885,0.117,0.024,0.0042,220202,98,E,0,North America
Moon Shadow 530 - Live,Coldplay,1992,3,Country,2844450,0.57,0.527,0.706,0.698,0.127,0.0029,179786,144,G#,0,North America
Dream Rain 38(Remix),Beyonce,2017,10,Latin,9351432,0.586,0.65,0.622,0.239,0.163,0.0144,221013,99,C#,0,Europe
Dream Sun 431,Imagine Dragons,2014,4,Rock,43296174,0.991,0.619,0.372,0.153,0.038,0.3343,200405,99,C,0,Oceania
Heart Heart 307 (feat. X),Justin Bieber,2016,7,R&B,30054217,0.746,0.371,0.424,0.351,0.107,0.0433,133393,91,C#,0,Africa
Shadow Dance 198,The Weeknd,2018,12,R&B,5993125,0.646,0.676,0.508,0.119,0.233,0.0027,206809,78,G,0,Global
Stars Light 355 - Live,Bruno Mars,1992,11,Indie,1194774,0.465,0.462,0.408,0.384,0.078,0.0004,204950,121,A#,0,South America
Light Stars 146,Indie Artist 75,2004,10,Country,23999486,0.312,0.573,0.77,0.252,0.47,0.0537,206497,97,A,1,South America
Light Night 470Part II,BTS,1995,7,Hip-Hop,9716671,0.672,0.649,0.474,0.46,0.112,0.0459,227971,85,F,0,Asia
Rain Stars 532 - Live,Drake,2004,8,Electronic,7258410,0.654,0.613,0.611,0.097,0.029,0.0018,212757,114,C,0,Asia
Light Night 147 (feat. X),Beyonce,2008,4,Indie,15492075,0.875,0.747,0.596,0.194,0.172,0.0977,197266,130,A#,0,Asia
Night Heart 420 (feat. X),Justin Bieber,2016,8,R&B,14436202,0.595,0.667,0.453,0.225,0.126,0.061,159195,107,B,0,Global
Night Dream 348,Taylor Swift,2008,12,Indie,11539440,0.744,0.581,0.747,0.363,0.058,0.0294,215333,105,G,0,North America
Stars Sun 325,The Weeknd,1993,3,Indie,904117,0.54,0.688,0.601,0.441,0.089,0.0016,180998,94,G,0,Africa
Heart Stars 513(Remix),Imagine Dragons,2013,12,Pop,9165454,0.517,0.516,0.503,0.057,0.125,0.0677,184849,85,F#,0,Africa
Fire Heart 123,Beyonce,2023,11,Latin,1443030,0.612,0.872,0.377,0.082,0.048,0.0103,221878,99,F,1,Global
Love Dream 502Part II,Bad Bunny,2017,10,Latin,9066592,0.445,0.759,0.509,0.406,0.127,0.1204,189281,129,A,0,Asia
Rain Dream 96(Remix),Bad Bunny,1998,12,Latin,712511,0.411,0.444,0.512,0.407,0.138,0.0799,224900,109,C,0,South America
Dance Sun 143 - Live,Beyonce,2015,11,Latin,21853392,0.8,0.424,1.0,0.11,0.092,0.0005,205529,87,A,0,Asia
Light Love 239,Coldplay,2009,11,Indie,5267343,0.769,0.828,0.302,0.326,0.073,0.1435,245203,104,G,0,North America
Heart Rain 425,Dua Lipa,2009,3,Country,8290222,0.489,0.474,0.325,0.383,0.171,0.1274,204117,105,A#,1,Global
Dance Night 97,Justin Bieber,2011,9,Indie,3101359,0.515,0.648,0.854,0.163,0.135,0.2344,184717,98,B,1,Europe
Stars Shadow 324(Remix),Taylor Swift,2013,3,Rock,4880164,0.606,0.797,0.486,0.044,0.089,0.0013,242658,114,A#,0,South America
Stars Shadow 279(Remix),Adele,2016,12,Hip-Hop,11109814,0.49,0.302,0.435,0.089,0.051,0.1113,223080,126,G,1,South America
Fire Fire 293,Bad Bunny,2019,7,Electronic,4340317,0.774,0.306,0.319,0.187,0.035,0.1783,172732,87,G#,1,Europe
Love Shadow 477 - Live,Ed Sheeran,2004,3,Country,1373433,0.47,0.602,0.532,0.44,0.056,0.1943,253644,77,G#,1,Oceania
Shadow Heart 122,Justin Bieber,2015,7,Latin,4849802,0.344,0.572,0.39,0.213,0.112,0.0088,208540,83,E,1,North America
Dance Moon 183Part II,Coldplay,1999,4,Rock,11790794,0.407,0.653,0.529,0.267,0.173,0.0057,218585,60,B,1,South America
Dream Dance 202,Billie Eilish,1990,2,Latin,4414896,0.525,0.459,0.348,0.037,0.002,0.0007,174832,102,G,1,Oceania
Light Light 323,Bruno Mars,2001,12,Latin,12626285,0.614,0.417,0.17,0.29,0.546,0.0197,223528,130,F,0,Global
Rain Love 246Part II,Bad Bunny,2015,11,Electronic,46917574,0.711,0.485,0.543,0.114,0.01,0.1991,206176,105,B,0,Asia
Sun Night 512,BTS,1993,8,Indie,2308416,0.637,0.76,0.21,0.092,0.151,0.0107,188958,89,D#,1,Asia
Stars Fire 457 - Live,Shawn Mendes,2002,12,Rock,33365102,0.681,0.76,0.469,0.14,0.013,0.1122,197020,153,F#,0,North America
Stars Fire 478Part II,Shawn Mendes,2010,11,Rock,14231314,0.586,0.564,0.413,0.419,0.048,0.0419,244390,104,E,0,South America
Moon Sun 499,Dua Lipa,1996,8,Rock,1405707,0.62,0.641,0.786,0.358,0.246,0.213,200782,137,A,0,Europe
Dream Dance 529,Justin Bieber,2017,9,Indie,8557114,0.709,0.552,0.765,0.348,0.246,0.1227,265436,133,G#,0,Europe
Night Stars 388(Remix),Bad Bunny,1990,10,Pop,1810499,0.718,0.28,0.643,0.161,0.223,0.0421,277317,60,C,1,North America
Moon Stars 125 - Live,Coldplay,2015,12,Latin,6294058,0.709,0.608,0.449,0.329,0.059,0.1502,196829,144,A#,0,Africa
Rain Stars 581(Remix),Indie Artist 72,2020,11,Electronic,13492473,0.535,0.517,0.115,0.205,0.209,0.0067,200450,99,F#,0,Oceania
Shadow Sun 223Part II,Shawn Mendes,1997,11,Country,10929908,0.468,0.924,0.353,0.491,0.109,0.2084,206077,132,A#,1,North America
Shadow Dream 342,BTS,2011,6,R&B,26251554,0.529,0.365,0.321,0.032,0.089,0.0066,188256,92,D,0,Africa
Fire Heart 53,Bad Bunny,2019,9,Latin,15195416,0.685,0.737,0.556,0.246,0.046,0.0098,251760,140,F#,0,Asia
Stars Sun 219Part II,Coldplay,2022,9,Rock,10286791,0.519,0.64,0.298,0.101,0.1,0.0041,243821,121,C#,1,Africa
Night Dance 129(Remix),Billie Eilish,2006,9,Indie,12776574,0.544,0.474,0.402,0.411,0.041,0.0196,225984,119,D,0,Oceania
Night Love 543 - Live,Bad Bunny,2019,2,R&B,617338,0.354,0.365,0.596,0.184,0.059,0.0604,200937,141,G#,1,South America
Moon Sun 393Part II,Dua Lipa,1994,6,R&B,644308,0.389,0.56,0.475,0.266,0.003,0.0109,196998,98,F#,1,Global
Stars Stars 447Part II,Ariana Grande,2017,2,Country,2699665,0.619,0.315,0.394,0.138,0.058,0.0157,213158,113,A,1,Oceania
Love Shadow 545,Indie Artist 17,2023,1,Electronic,1848796,0.814,0.667,0.534,0.229,0.01,0.0802,214720,129,F#,1,Oceania
Rain Sun 395 (feat. X),Coldplay,2009,7,Rock,7490882,0.803,0.606,0.164,0.234,0.33,0.0867,147858,94,B,0,South America
Night Sun 566 - Live,Billie Eilish,2018,10,Electronic,11754537,0.376,0.57,0.557,0.18,0.203,0.0925,178368,81,G,1,North America
Dream Light 402,Billie Eilish,1991,10,Rock,4795287,0.731,0.614,0.537,0.105,0.083,0.1727,207569,109,B,1,Africa
Love Love 386 (feat. X),Beyonce,2021,7,Rock,7625248,0.44,0.591,0.882,0.364,0.163,0.033,221740,93,D#,0,Oceania
Shadow Night 580,Shawn Mendes,2020,6,Latin,3224633,0.395,0.487,0.46,0.721,0.049,0.0273,203690,114,B,1,Europe
Heart Dance 294,Dua Lipa,2018,2,Latin,641725,0.436,0.588,0.586,0.293,0.123,0.0526,210743,92,D#,0,Africa
